"Level","Industry","Session Theme","Role","Products","Room","Venue Name","Session Date","Session Time","Session Start Time","Attendance Category","Session Duration","Enrollment Count","Session Format","Session: Session Name","Session Abstract"
"Beginner","Communications; High Tech; Professional Services","Sales Productivity; User Experience; Tips & Tricks","Sales; Salesforce Administrator; Service & Support","Sales Cloud; Service Cloud; Cloud Services","Plaza Ballroom A","Hilton Union Square Hotel","Monday","8:00 a.m. - 8:40 a.m.","11/6/2017 8:00 AM","Small: > 200","40","48","Circle of Success","Drive Productivity Using Salesforce Console (1)","Businesses today are increasingly demanding fast-paced sales and service functions. Salesforce Console, now available to all customers, is designed to reduce the clicking and scrolling, and give your users easier ways to find, update, and create records. Join us to collaboratively learn how other customers are using Salesforce console, and how easily you can set up Consoles for your users."
"","High Tech","Salesforce Careers","IT; New Customer; Salesforce Administrator","Sales Cloud; Service Cloud; Platform","Admin Meadow Theater","Moscone West","Thursday","10:00 a.m. - 10:20 a.m.","11/9/2017 10:00 AM","","20","0","Zone Theater","Build Skills with Trailhead to Become a Salesforce Admin #2","If you've been thinking about taking the leap into the world of being a Salesforce Admin, this session is for you! Join our experts and hear how Trailhead, the fun way to learn Salesforce, will give you the skills you need to become a Salesforce Admin."
"Intermediate","","Emerging Trends; Innovation; Intelligence","Consultant; Salesforce Administrator","Einstein; Einstein Analytics; Einstein Discovery","Admin Meadow Theater","Moscone West","Tuesday","3:00 p.m. - 3:20 p.m.","11/7/2017 3:00 PM","","20","0","Zone Theater","Admin Data Scientists in Action!","Any Admin can be a Citizen Data Scientist with Einstein Discovery! Come see what Trailblazers just like you have built with Einstein Analytics and get inspired on how you can transform your businesses with the power of Einstein. What these Admin Data Scientists have done with Einstein is so amazing, we are presenting them with special awards!"
"Intermediate","High Tech","Security; User Experience; Enterprise","Salesforce Administrator","Force.com; Sales Cloud; Chatter","2002","Moscone West","Wednesday","8:00 a.m. - 8:40 a.m.","11/8/2017 8:00 AM","Small: < 200","40","202","Breakout","Demystifying Single Sign On for Salesforce Admins (2)","In this session, we will untangle the jargon associated with single sign-on (SSO), show you how to broker the conversation with your stakeholders, and demonstrate how to configure SSO with clicks, not code. Improve your admin or consultant chops by getting cozy with SSO and learning about new security features like two-factor authentication. Oh yeah, your users will love you too!"
"Beginner","High Tech","Tips & Tricks","Salesforce Administrator","Sales Cloud; Platform; Lightning","2004","Moscone West","Monday","8:30 a.m. - 9:10 a.m.","11/6/2017 8:30 AM","Small: < 200","40","201","Breakout","Salesforce Optimizer Increases Productivity and Drives Salesforce Usage","If you're an Admin looking to cleanup, maintain, and optimize your org, join us to learn how Salesforce Optimizer can help. It is the fastest and most effective way to get insights into your org coupled with actionable recommendations and best practices. With Salesforce Optimizer, Admins can efficiently maintain customizations, decrease business and technical debt, increase productivity of admins and end users, and drive Salesforce usage."
"Intermediate","High Tech; Nonprofit","Tips & Tricks","Operations; Salesforce Administrator; Technical Architect","AppExchange; Platform; Lightning","2007","Moscone West","Thursday","9:30 a.m. - 10:10 a.m.","11/9/2017 9:30 AM","Medium: 200 - 400","40","88","Breakout","7 Winning Apps Compete in the MEGA Demo Jam","You're invited to the final epic, action-packed Dreamforce 2017 Demo Jam. All week AppExchange partners have been competing for a place in the Mega Demo Jam. Now, the winners will compete once more with only three minutes to showcase the best of their apps with a real-time demo. The winner is chosen by you, the audience, and will be revealed by an exciting guest. Join us for this fast-paced, highly-anticipated match."
"Intermediate","","Integration; Tips & Tricks","Consultant; Salesforce Administrator; Technical Architect","AppExchange; Platform; Lightning","2022","Moscone West","Monday","1:30 p.m. - 2:10 p.m.","11/6/2017 1:30 PM","Small: < 200","40","168","Breakout","5 App Stacks You'll Want In Your Salesforce Org","Most Trailblazers use AppExchange apps (and we thank you), but wouldn't it be neat to know which apps they use and how they use them? Now you can see the app stacks created by customers, and not only that, the top app stacks voted on by customers. Join us to see these winning stacks on the big screen and even create your own at this session."
"","Manufacturing","Leadership; Enterprise; Tips & Tricks","Finance & Accounting; IT; Operations","AppExchange; Platform; Lightning","InterContinental Ballroom A-B","InterContinental San Francisco Hotel","Tuesday","8:30 a.m. - 9:10 a.m.","11/7/2017 8:30 AM","Small: < 200","40","62","Breakout","Manufacturing: Johnson Controls Switches to Native Salesforce Cloud ERP","Koch Filter, a division of technology giant Johnson Controls, had to improve efficiency and deliver better customer experiences. Join us to learn how the company jettisoned its outdated ERP system in favor of a cloud ERP on the Salesforce Platform. Now a raft of improvements are achievable, including reducing standard shipping by 50%, time from order entry to order release by 83%, turnaround time on engineering requests by 75%, and saving 8-10 hours per monthly close."
"","Healthcare","Emerging Trends; Tips & Tricks; Innovation","IT; Operations; Salesforce Administrator","AppExchange; Platform; Health Cloud","InterContinental Ballroom A-B","InterContinental San Francisco Hotel","Wednesday","4:30 p.m. - 5:10 p.m.","11/8/2017 4:30 PM","Small: < 200","40","77","Breakout","At the Speed of Health: Modernizing Health Insurance Contact Centers with Clicks","If legacy service platforms are holding you back and causing you to miss out on critical business opportunities, then it's time to modernize with Salesforce Service Cloud and Vlocity. Join us to learn how CaliforniaChoice, the original group private exchange in California, implemented Vlocity's Contact Center, giving them a 360-degree view into all customer data, and dramatically improving their contact center agents' speed to fluency."
"","Nonprofit","Integration; Tips & Tricks; Innovation","IT; Operations; Salesforce Administrator","AppExchange; Platform","California West","The Westin St. Francis","Wednesday","1:30 p.m. - 2:10 p.m.","11/8/2017 1:30 PM","Small: < 200","40","105","Breakout","AppExchange for Nonprofits: Choosing and Integrating Apps for Everything You Do","Looking for that perfect set of apps? With so many to choose from, it can be hard to find the right ones for your nonprofit. Hear from nonprofits iDE and Common Sense Media as they discuss why and how they implemented multiple AppExchange apps and learn how they might be useful to your organization."
"Beginner","Communications; High Tech; Professional Services","User Experience; Tips & Tricks","IT; Salesforce Administrator; Technical Architect","Sales Cloud; Cloud Services","Plaza Ballroom B","Hilton Union Square Hotel","Tuesday","12:00 p.m. - 12:40 p.m.","11/7/2017 12:00 PM","Small: > 200","40","96","Circle of Success","So You Have Acquired or Created a Mess: Now What? (2)","Enhancing Salesforce can be fun. New fields, workflows, validations, profiles, apex  - you name it, sky is the limit. But, have you out-enhanced Salesforce to a point that it is now a mess? How do you untangle the complex web of enhancement, and where do you start? Join us to learn how to assess the current state of your org and what is needed to clean up your mess or get your implementation back on track."
"","Consumer Goods; Other; Retail","Marketing Automation; User Experience; Email","Executive; IT; Marketing","Marketing Cloud; Cloud Services","Imperial A","Hilton Union Square Hotel","Monday","11:00 a.m. - 11:40 a.m.","11/6/2017 11:00 AM","Medium: 200 - 400","40","186","Breakout","The Evolved Exec: Increasing Marketing ROI with Connected Customer Experiences","Marketing leaders today aren’t only concerned about digital marketing. Evolved leaders are now championing broader digital transformation initiatives for their companies — they have customer experience (CX) ownership, partner closely with the C-Suite across the organization, and dramatically reshape their organizations to become revenue centers. In this presentation, we'll walk you through how marketing and technology experts from Salesforce are helping some of today's greatest brands build cutting edge experiences, and create intelligent customer journeys."
"","Financial Services; Healthcare; Manufacturing","Marketing Automation; Leadership; Innovation","Executive; IT; Marketing","Sales Cloud; Service Cloud; Cloud Services","Imperial A","Hilton Union Square Hotel","Tuesday","9:00 a.m. - 9:40 a.m.","11/7/2017 9:00 AM","Medium: 200 - 400","40","85","Breakout","Create a Wave of Success: Choose the Right Salesforce Partner","Whether it is a complex implementation project or a major transformation initiative, you need the right partner to help you achieve your most ambitious goals. Join us as Salesforce experts, joined by customers Anheuser Bush InBev and Thomson Reuters, share helpful tips and best practices for finding the right partners to deliver your success."
"Intermediate","High Tech","Women in Technology; Integration; Intelligence","Developer","Force.com; Einstein","Ridge Theater","Moscone West","Monday","11:00 a.m. - 11:20 a.m.","11/6/2017 11:00 AM","","20","0","Zone Theater","Build an Access Control System Using Tessel and Salesforce Einstein","Join us to learn how you can build a creative access control system with Salesforce Einstein Vision and Tessel. It's like keypad access, but with your face. With the power of Salesforce AI and just $75 in hardware, it'll be up to you after this session to build your own."
"Beginner","","Tips & Tricks","Developer","AppExchange","Developer Theater","Moscone West","Tuesday","4:45 p.m. - 5:25 p.m.","11/7/2017 4:45 PM","","40","0","Zone Theater","AppExchange Demo Jam for Developers","You're invited to an epic, action-packed Demo Jam where six partners (Terrasky, Skuid, MuleSoft, Copado, AutoRabit and Jitterbit) will have only three minutes to showcase the best of their developer app with a real-time demo. The winner is chosen by you, the audience. Join us for this fast-paced, highly-anticipated match where Salesforce partners face off!"
"","High Tech","Tips & Tricks","IT; Salesforce Administrator","AppExchange","Admin Meadow Theater","Moscone West","Monday","7:00 p.m. - 7:20 p.m.","11/6/2017 7:00 PM","","20","0","Zone Theater","AppExchange Demo Jam for Admins","You're invited to an epic, action-packed Demo Jam where partners Conga, FormAssembly, TaskRay, NC Squared, OwnBackup and Dell Boomi will have only three minutes to showcase the best of their admin app with a real-time demo. The winner is chosen by you, the audience. Join us for this fast-paced, highly-anticipated match where Salesforce partners face off."
"Intermediate","High Tech","Security; User Experience; Enterprise","Salesforce Administrator","Force.com; Sales Cloud; Chatter","2002","Moscone West","Monday","2:00 p.m. - 2:40 p.m.","11/6/2017 2:00 PM","Small: < 200","40","202","Breakout","Demystifying Single Sign On for Salesforce Admins","In this session, we will untangle the jargon associated with single sign-on (SSO), show you how to broker the conversation with your stakeholders, and demonstrate how to configure SSO with clicks, not code. Improve your admin or consultant chops by getting cozy with SSO and learning about new security features like two-factor authentication. Oh yeah, your users will love you too!"
"Intermediate","High Tech","User Experience","IT; Salesforce Administrator; Technical Architect","Sales Cloud; Chatter; Lightning","2002","Moscone West","Monday","1:00 p.m. - 1:40 p.m.","11/6/2017 1:00 PM","Medium: 200 - 400","40","172","Breakout","Low Adoption? Relaunch, Rebrand and Reengage with Lightning!","Learn how switching to Salesforce's new user interface can give your org the rebranding power you need to re-engage your users. You'll have to do more than flip the switch, but the new look of the platform gives you the ability to relaunch and reinvigorate the platform. Come hear about customers that have successfully increased their adoption of Salesforce after implementing LEX."
"","Life Sciences; Manufacturing","Enterprise; Innovation; Customer Support","Operations; Service & Support","Service Cloud","Partner Theater 1","Moscone South","Monday","2:00 p.m. - 2:20 p.m.","11/6/2017 2:00 PM","","20","0","Partner Theater","Field Service Lightning Accelerator: Smarter Field Service","Join us at the Partner Theatre to learn how companies are embracing Servitization and digitally transforming the way they deliver Field Service. Learn how Capgemini's Field Service Lightning Accelerator drives revenue and lowers costs for capital asset field service. Built on the Salesforce Service Cloud platform, it combines Salesforce Field Service Lightning with enhanced support for parts management, contracts, entitlements, and parts and labor debrief. It helps companies modernize field service for utilities, manufacturing, medical devices, and consumer products industries, among others."
"","","Mobile; Sales Productivity; Sales Enablement","Sales; Service & Support","AppExchange; Sales Cloud; Service Cloud","Partner Theater 1","Moscone South","Tuesday","1:00 p.m. - 1:20 p.m.","11/7/2017 1:00 PM","","20","0","Partner Theater","Offline Mobility Readiness: Mobilize Salesforce with Resco","What is the potential of offline mobility within the Salesforce community? Is a Salesforce user ready to go mobile? What's the best way to tailor your mobile solution for Salesforce, create custom objects, and make the app your own? Join us to learn all you need to know about the added value of Resco for partners and customers."
"Beginner","High Tech","Sales Productivity; Tips & Tricks; Innovation","Salesforce Administrator","Force.com; Sales Cloud; Lightning","City View Embarcadero","Metreon AMC Theaters","Tuesday","12:30 p.m. - 1:10 p.m.","11/7/2017 12:30 PM","Large: 400 - 800","40","375","Breakout","Formulas for the Everyday Admin","Writing Formulas can be intimidating, but they don't need to be!  Join us to learn some simple, yet powerful ""Plug & Play"" Formulas, Tips & Tricks.  Whether you're building a Workflow Rule or Lightning Process Builder,  or trying to create a Validation Rule, a Formula Field, a Report Custom Summary Formula.  It doesn't matter if you're a beginner or advanced Admin, which Edition your Salesforce org is on, or if you're on Lightning or Classic.  You can take these Formulas home and deploy them in your own Salesforce org TODAY!"
"Intermediate","","","Developer; Partner, Consulting; Partner, ISV","Force.com; Lightning","2011","Moscone West","Monday","8:30 a.m. - 9:10 a.m.","11/6/2017 8:30 AM","","40","177","Breakout","Lightning Data Service: An Easy Way to Build Lightning Components With Less Code","Lightning Data Service simplifies how you build Lightning Components. In this session, we'll show you how to take advantage of the shared record cache in Lightning Experience and Salesforce1 to build faster Lightning Components that don't require Apex Controllers. You'll see how Lightning Data Service handles sharing, FLS, and access rights, so you don't have to."
"Beginner","","","Developer","","Developer Theater","Moscone West","Wednesday","4:45 p.m. - 5:25 p.m.","11/8/2017 4:45 PM","","40","0","Zone Theater","Meet the Developers","If you have ever wanted to just sit down with the technical leadership team at Salesforce and ask any question you want about Salesforce Platform technology, this is your chance.  This annual and venerable panel session is an open Q&A with the product owners and engineers that are building all aspects of the Salesforce Platform.  Bring your questions and here what other developers are burning to know as well."
"Advanced","","","Developer","Lightning","2011","Moscone West","Wednesday","11:30 a.m. - 12:10 p.m.","11/8/2017 11:30 AM","","40","177","Breakout","Advanced Lightning Components","You know how to build basic Lightning Components but want to get to the next level? This session is for you! Join us in this session to learn how to reuse code between components, how to use popular third party libraries, how to cache data efficiently, how to build for performance, and more!"
"Intermediate","Consumer Goods; Manufacturing; Retail","Enterprise; Customer Support","New Customer; Partner, Consulting; Salesforce Administrator","Community Cloud; Lightning","Golden Gate - Pinnacle Theater","San Francisco Marriott Marquis Hotel","Wednesday","10:30 a.m. - 10:50 a.m.","11/8/2017 10:30 AM","Small: < 200","20","0","Zone Theater","Lightning Flow: Automate Industry Processes with Flow (2)","Lightning Bolt helps you deploy industry-specific solutions faster and transform your digital customer experience. Learn how you can leverage the expertise and experience of our leading partners who are building industry-specific solutions."
"Intermediate","High Tech","Integration; Innovation; Customer Support","Developer; IT; Salesforce Administrator","Service Cloud; Community Cloud; Platform","Golden Gate - Pinnacle Theater","San Francisco Marriott Marquis Hotel","Thursday","10:00 a.m. - 10:20 a.m.","11/9/2017 10:00 AM","Small: < 200","20","0","Zone Theater","Quickly Build Branded, Connected Customer Portals (2)","With the Winter Release, creating engaging, branded business portals has never been easier. Now any company can easily connect their business data and process from Salesforce and third-party systems with just a few clicks. See Community Cloud's portals capabilities firsthand with our Community experts."
"Beginner","High Tech","Integration; Innovation","Developer; Technical Architect","Force.com; Platform; Lightning","2020","Moscone West","Wednesday","2:00 p.m. - 2:40 p.m.","11/8/2017 2:00 PM","","40","0","Breakout","Deploying an Event-Driven Software Architecture With Platform Events 2","With the release of Platform Events in Summer '17, developers now have the necessary tooling to venture into the realm of event-driven software architecture.
In this session you will get an introduction to the concept of enterprise messaging and dive into Platform Events. You will learn about their capabilities, discover use cases and get access to sample code."
"Intermediate","","Enterprise","Developer; Partner, ISV; Technical Architect","Force.com; Platform","2009","Moscone West","Monday","1:00 p.m. - 1:40 p.m.","11/6/2017 1:00 PM","","40","177","Breakout","Test Automation and Continuous Integration In SDLC Using Salesforce DX","Salesforce is changing the game for continuous integration. Join us as we share tools and ways to face the challenges that will show up when creating a continuous integration process for your organization."
"","","Tips & Tricks","Salesforce Administrator","Force.com; Sales Cloud; Service Cloud","Admin Meadow Theater","Moscone West","Tuesday","11:30 a.m. - 11:50 a.m.","11/7/2017 11:30 AM","","20","0","Zone Theater","Where, Why & How You Can Use SOQL","SOQL is a powerful query tool built into Salesforce that, as an Admin, you can leverage to quickly find the answers hidden in your data. Efficiency is vital to keeping your sanity and enabling your company to prosper. SOQL can help, and it isn’t just for developers! By the end of this session you will be able to create a SOQL query, know where to go to use SOQL and why having this tool will help you become even more awesome at being a Salesforce Admin."
"Intermediate","","Integration; Tips & Tricks; Salesforce Philanthropy","Developer","AppExchange; Force.com; Heroku","Canyon Theater","Moscone West","Tuesday","8:45 a.m. - 9:05 a.m.","11/7/2017 8:45 AM","","20","0","Zone Theater","Automating the ImpOSSible","See how Salesforce.org blends off-the-shelf open source tools and processes together with platform technologies like Salesforce DX and scratch orgs for complex open and closed source application lifecycle management (ALM), and DevOps. Join us and learn how to best use managed packages and extension packages, automate build-deploy-test (including selenium and large volume testing) and how Salesforce.org pushes upgrades to more than 23,000 customer orgs every two weeks, all with tools available to you today."
"","","Marketing Automation; Sales Productivity; Tips & Tricks","Salesforce Administrator","Force.com; Sales Cloud; Service Cloud","Admin Meadow Theater","Moscone West","Tuesday","1:00 p.m. - 1:20 p.m.","11/7/2017 1:00 PM","","20","0","Zone Theater","Process Automation Makeover","Are you stuck in an automation style rut? Wish you could do away with unsightly workflow views cluttered by hard-to-manage rules with similar purpose? Does your org suffer from slow record-saving time performance because you're near the active workflow limit? Join us as we show you step-by-step how to update your business processes with the Lightning Process Builder. Learn how you can point-and-click your way to transforming all your unfashionable workflow rules into fashionable processes."
"Intermediate","High Tech","Mobile; Sales Productivity; Tips & Tricks","Product Management; Sales; Salesforce Administrator","Sales Cloud; Salesforce1 Mobile; Lightning","2004","Moscone West","Tuesday","11:30 a.m. - 12:10 p.m.","11/7/2017 11:30 AM","Small: < 200","40","202","Breakout","How to Increase User Adoption with Salesforce Actions","Increase user adoption with Salesforce Actions. We will discuss use cases across a wide range of industries and company sizes to help maximize your Salesforce investment and show you how to get the most out of Actions without a line of code! You will easily learn to create a custom ""Quick Notes"" action for a demanding sales team that allows your users to capture rich text notes and meeting sentiments in super-quick time from client meetings. Build a dashboard and analyze the results in minutes!"
"Beginner","Other","Tips & Tricks","Developer","Force.com","Canyon Theater","Moscone West","Monday","9:45 a.m. - 10:05 a.m.","11/6/2017 9:45 AM","","20","0","Zone Theater","Los 10 Mandamientos Apex (The 10 Apex Commandments in Spanish)","Don't be a Salesforce sinner! Don't break Salesforce rules! We've been there before and have gathered a list with the most relevant issues you should take into account to be a good Salesforce developer. Join us to get tips on how to develop good Apex code from the beginning. NOTE: This session is provided in Spanish."
"Intermediate","Consumer Goods; Manufacturing; Retail","Enterprise; Customer Support","New Customer; Partner, ISV; Salesforce Administrator","Community Cloud","Golden Gate - Pinnacle Theater","San Francisco Marriott Marquis Hotel","Tuesday","3:30 p.m. - 3:50 p.m.","11/7/2017 3:30 PM","Small: < 200","20","0","Zone Theater","Lightning Flow: Automate Industry Processes with Flow","Lightning Bolt helps you deploy industry vertical solutions faster and transform your digital customer experience. Learn how you can leverage the expertise and experience of our leading partners who are building industry-specific solutions."
"Beginner","","Customer Support; Intelligence","Service & Support","Community Cloud","Golden Gate - Pinnacle Theater","San Francisco Marriott Marquis Hotel","Monday","9:00 a.m. - 9:20 a.m.","11/6/2017 9:00 AM","Small: < 200","20","0","Zone Theater","Give Service Agents Insight to Community Activity with Community 360","A hallmark of a great service experience is interacting with an agent who already is aware of your issues and is prepared to solve your problems. With Community 360, now your service agents can see a customer's community activity, giving them helpful insight to enhance every service interaction."
"Intermediate","Financial Services; Healthcare; Manufacturing","Integration; Innovation; Customer Support","Developer; Salesforce Administrator; Service & Support","Service Cloud; Community Cloud; Platform","Golden Gate - Pinnacle Theater","San Francisco Marriott Marquis Hotel","Tuesday","9:30 a.m. - 9:50 a.m.","11/7/2017 9:30 AM","Small: < 200","20","0","Zone Theater","Quickly Build Branded, Connected Customer Portals (1)","With the Winter Release, creating engaging, branded business portals has never been easier. Now any company can easily connect their business data and process from Salesforce and third-party systems with just a few clicks. See Community Cloud's portals capabilities firsthand with our Community experts."
"Beginner","Consumer Goods; High Tech; Manufacturing","Innovation; Customer Support; Intelligence","IT; Salesforce Administrator; Service & Support","Service Cloud; Community Cloud; Einstein","Golden Gate - Pinnacle Theater","San Francisco Marriott Marquis Hotel","Wednesday","1:00 p.m. - 1:20 p.m.","11/8/2017 1:00 PM","Small: < 200","20","0","Zone Theater","Transform Customer Self-Service with Einstein Answers","Einstein Answers brings the power of machine learning to the most important core function of your self-service community, answering customer questions. See how artificial intelligence is changing the way that customers get access to service."
"Beginner","","Selling with Partners; Innovation; Channel Sales Management","Consultant; Executive; Partner, ISV","Sales Cloud; Community Cloud; Platform","Golden Gate - Expedition Theater","San Francisco Marriott Marquis Hotel","Tuesday","1:30 p.m. - 1:50 p.m.","11/7/2017 1:30 PM","Small: < 200","20","0","Zone Theater","Create and Deploy a PRM Solution Faster Than Ever Before","Lightning Bolt helps you deploy communities and portals faster than ever before. Learn how you can use the expertise and experience of our leading partners who are building industry-specific solutions for Insurance Agents and Direct Sales Distributors."
"Beginner","Automotive; Transportation & Logistics","Mobile; Selling with Partners; Channel Sales Management","IT; Sales","Community Cloud","Golden Gate - Expedition Theater","San Francisco Marriott Marquis Hotel","Monday","11:00 a.m. - 11:20 a.m.","11/6/2017 11:00 AM","Small: < 200","20","0","Zone Theater","Your Partner Community: Strategies for Success","Learn how to mobilize your channel, and go from pipe to close faster. Join our Community Cloud success specialist for a personal walk-through of best practices for your Partner Community."
"Beginner","High Tech","Enterprise; Tips & Tricks; Customer Support","Sales; Salesforce Administrator; Service & Support","Service Cloud; Community Cloud; Cloud Services","Golden Gate - Pinnacle Theater","San Francisco Marriott Marquis Hotel","Monday","11:30 a.m. - 11:50 a.m.","11/6/2017 11:30 AM","Small: < 200","20","0","Zone Theater","Community Manager Best Practices: Measuring Community Value","Every community manager wants their community to meet their business goals and generate return on investment (ROI). Join us as we discuss ROI models for Customer Communities that go beyond cost reduction and you'll leave with a better understanding of new ways to understand the value of communities. We'll also highlight the relevant Community Cloud tools to help you track the most important metrics."
"","High Tech","Salesforce Careers; Women in Leadership; Mindfulness","Developer; Salesforce Administrator","Sales Cloud; Platform","Admin Meadow Theater","Moscone West","Thursday","11:30 a.m. - 11:50 a.m.","11/9/2017 11:30 AM","","20","0","Zone Theater","Are You an Imposter? OWN IT!","I'm not good enough. I don't know as much as everyone else. What if someone asks me a question and I don’t know the answer? Does your inner voice ever say things like this? Mine has, plenty of times. Join me to learn about Imposter syndrome, how it affected me, and what I've learned from other Salesforce professionals who have dealt with these feelings. I'll share tips I've used to overcome these negative thoughts that held me back in my career, and how facing your fears and relying on the Salesforce community can help you succeed."
"","Financial Services","User Experience; Sales Enablement","Sales; Service & Support","Sales Cloud; Service Cloud","Foothill F","San Francisco Marriott Marquis Hotel","Wednesday","8:30 a.m. - 9:10 a.m.","11/8/2017 8:30 AM","","40","75","Video","New York Life Redefines the Sales Experience with Deloitte Digital and Vlocity","New York Life has redefined the sales experience for their agency channel by rolling out a mobile-enabled Salesforce solution for agents on the go. Join us to discover how Deloitte Digital and Vlocity helped bring world-class user experience and sales enablement capabilities together to drive productivity, growth, and retention with Salesforce. "
"Advanced","","Security","Developer","Lightning","Developer Theater","Moscone West","Monday","10:15 a.m. - 10:35 a.m.","11/6/2017 10:15 AM","","20","0","Zone Theater","Creating LockerService Ready Lightning Components With Webpack","Are your Lightning components LockerService ready? Third-party Javascript dependencies can be tricky to manage without help. So let Webpack do the heavy lifting. In this session we'll show you how to configure Webpack with plugins and configurations that can automatically fix your libraries, compress your code, use the most modern ECMAScript specifications, and assist with code quality and security."
"Intermediate","High Tech","Security; Privacy","Developer; IT; Technical Architect","Heroku; Platform","Frontier Theater","Moscone West","Tuesday","1:00 p.m. - 1:20 p.m.","11/7/2017 1:00 PM","","20","0","Zone Theater","Securing Applications on Heroku","Deploying resilient web applications shouldn’t be hard - and abstracting the pesky details to Heroku can make faster and safely accessible. This session is all about Heroku’s latest security features, and how to use them to secure your apps."
"Beginner","High Tech; Other","Security; Salesforce on Salesforce","Developer","Platform","Frontier Theater","Moscone West","Thursday","10:30 a.m. - 10:50 a.m.","11/9/2017 10:30 AM","","20","0","Zone Theater","Scaling Security at Your Company","As your applications and company grows, it can be hard for security to grow with it. Join the Salesforce Security team as we share how Salesforce handles these unique challenges and teach you about developing a Secure Development Lifecycle that fits and protects your company."
"Intermediate","","Security","Developer","AppExchange; Platform; Lightning","Frontier Theater","Moscone West","Thursday","12:00 p.m. - 12:20 p.m.","11/9/2017 12:00 PM","","20","0","Zone Theater","Lightning Security Across Components","Looking to secure your lightning components? The Lightning Component Framework offers a number of features to secure your lightning applications. In this session, you'll learn what protections Salesforce offers, and best practices for communicating across components. You’ll walk away knowing how to avoid CSS, namespacing, and access control issues."
"Intermediate","","Mobile; Security","Developer","AppExchange; Platform","Canyon Theater","Moscone West","Thursday","9:15 a.m. - 9:35 a.m.","11/9/2017 9:15 AM","","20","0","Zone Theater","Creating Secure Apps Using The Salesforce Mobile SDK","Creating a mobile app has never been easier with the wide-range of frameworks and languages available at your fingertips. But is it easy to secure a mobile app? Join our mobile security experts as they walkthrough the Salesforce Mobile SDK and learn everything you need to know about hardening your mobile apps. We will discuss common vulnerabilities and mistakes, followed by a dive deep into how the Salesforce Mobile SDK makes following our security best practices easy and painless!"
"Beginner","High Tech","Security","Developer","AppExchange; Force.com; Platform","Frontier Theater","Moscone West","Monday","1:30 p.m. - 1:50 p.m.","11/6/2017 1:30 PM","","20","0","Zone Theater","Common Web Security Vulnerabilities and Their Fixes","Cross-site scripting. Open Redirect. Even if you've heard of these security vulnerabilities, you might not know how they work. Join us as Salesforce security engineers explain how these common web application vulnerabilities manifest in your code and how to banish these flaws."
"Beginner","","Security","Developer","AppExchange; Force.com; Platform","Frontier Theater","Moscone West","Thursday","12:30 p.m. - 12:50 p.m.","11/9/2017 12:30 PM","","20","0","Zone Theater","Getting The Most Out of Security Scans","Salesforce Security Engineers will explain the differences between scanner types, pros and cons of each, and how to be sure you're using each in the best way possible. Join us for demos of what you can expect to find with scanners - and what you won't."
"Intermediate","High Tech","User Experience; Tips & Tricks; Innovation","Developer; Partner, ISV; Technical Architect","Force.com; Platform","2020","Moscone West","Monday","11:00 a.m. - 11:40 a.m.","11/6/2017 11:00 AM","","40","180","Breakout","Build Self-Configuring Apps With the Apex Metadata API","One size rarely fits all, and customers routinely tweak and extend apps to suit their specific business needs. Thanks to the Apex Metadata API, ISVs can now build smarter apps that configure themselves and empower Admin Heroes with custom setup UIs. We’ll share code, best practices for maintaining trust and security, and advise you on how to take full advantage of this exciting new technology!"
"Intermediate","Education","Integration; Enterprise; Innovation","","Marketing Cloud; Service Cloud; Community Cloud","California West","The Westin St. Francis","Tuesday","11:00 a.m. - 11:40 a.m.","11/7/2017 11:00 AM","Medium: 200 - 400","40","197","Breakout","Solving the Data Integrations Rubik's Cube","Getting help with solving the Data Integrations Rubik's Cube is not cheating. What are the challenges with aligning, transforming, validating, moving and securing the data? How do we twist and turn the Rubik's Cube so that the tiles align to meet the business needs? Cornell University and University of Texas will present their case studies. Let's share and work collaboratively to solve our data integration challenges."
"Beginner","","Sales Productivity; User Experience; Tips & Tricks","Salesforce Administrator","Sales Cloud; Service Cloud; Lightning","Admin Meadow Theater","Moscone West","Monday","11:00 a.m. - 11:20 a.m.","11/6/2017 11:00 AM","","20","0","Zone Theater","Lightning Layout Gumshoe","This session is for any Salesforce Admin who appreciates the power of custom page layouts in Classic and is excited to learn the possibilities in Lightning Experience. Let’s open an investigation into page layouts in Lightning Experience, inspecting the source for each panel and component to ensure that we’re making the most of new features – and still leveraging the work already done in Classic."
"Beginner","","Women in Technology; Tips & Tricks; Salesforce Careers","Developer; Salesforce Administrator","Marketing Cloud; Sales Cloud; Lightning","2007","Moscone West","Tuesday","12:30 p.m. - 1:10 p.m.","11/7/2017 12:30 PM","","40","177","Breakout","Secrets from Admins to Level-Up Your Developer Career (Panel)","What happens when an Admin, an ""Admineloper"" and a Salesforce Developer discuss what really matters to them? Three devoted Salesforce pros share their experiences and offer golden tips for developers that would take months (or even years) of experience to learn. Join us to hear common misunderstandings between Admins and Developers, declarative ""gotcha's"" on the platform that you absolutely need to know, how to craft the elegant technical solution that non-coders will love, what Admins really want, and much, much more."
